series,reporting_date,active_count,count_current,count_30_59,count_60_plus,balance_total,sec_value_total,base_residual_total,vehicle_value_total,alg_count,blackbook_count,other_source_count,vintage_month
Ford Credit Auto Lease Trust 2019-A,2019-06-30,51287,50954,301,32,1478423254.7499943,1160859549.1900012,926283339.99,2071897269.1400132,49508,0,1779,5
Ford Credit Auto Lease Trust 2019-A,2020-06-30,38694,38374,236,84,983284957.7799944,801592147.7400017,710064245.7600003,1590722649.470016,37563,0,1131,17
Ford Credit Auto Lease Trust 2019-A,2021-06-30,12852,12682,135,35,289757741.99999994,243121757.4499999,236212924.79000005,539289825.7899996,12554,0,298,29
Ford Credit Auto Lease Trust 2019-A,2019-07-31,50632,50265,319,48,1441274141.4200106,1136708499.9899955,915741709.3900001,2047843031.2800245,48882,0,1750,6
Ford Credit Auto Lease Trust 2019-A,2020-07-31,36068,35789,201,78,912909459.2200023,744055180.2799981,663322040.9999999,1489058314.1800096,35095,0,973,18
Ford Credit Auto Lease Trust 2019-A,2021-07-31,10932,10756,147,29,242215534.22000015,204796301.03999895,200547919.42000014,459227468.06999964,10683,0,249,30
Ford Credit Auto Lease Trust 2019-A,2019-08-31,49777,49392,334,51,1402430687.040005,1109753467.8499856,901805114.08,2016124520.3800237,48056,0,1721,7
Ford Credit Auto Lease Trust 2019-A,2020-08-31,33929,33621,262,46,853120010.6699965,696179886.3499986,625191541.1500002,1404956628.2000117,33048,0,881,19
Ford Credit Auto Lease Trust 2019-A,2021-08-31,9152,8997,130,25,199808504.05000067,170453885.3399998,168147539.92000005,386144018.2199998,8947,0,205,31
Ford Credit Auto Lease Trust 2019-A,2019-09-30,48893,48486,356,51,1363548525.86001,1082515065.080002,887507214.3799999,1983386884.7500236,47196,0,1697,8
Ford Credit Auto Lease Trust 2019-A,2020-09-30,31883,31588,233,62,795459531.1700051,651119160.4499943,588726914.4500002,1323703607.7900097,31080,0,803,20
Ford Credit Auto Lease Trust 2019-A,2019-10-31,47794,47376,359,59,1319696563.600013,1051449081.50999,869365790.9799998,1942118887.040023,46144,0,1650,9
Ford Credit Auto Lease Trust 2019-A,2020-10-31,29800,29532,223,45,738277662.7100053,605940582.5299947,552000169.7099998,1240626329.7000084,29054,0,746,21
Ford Credit Auto Lease Trust 2019-A,2019-11-30,46777,46337,378,62,1279244848.0899994,1021773762.5000098,852036772.1800001,1902865673.8500104,45159,0,1618,10
Ford Credit Auto Lease Trust 2019-A,2020-11-30,28076,27790,242,44,688777327.4499986,567246608.7399987,520822164.31000036,1170567122.1600003,27367,0,709,22
Ford Credit Auto Lease Trust 2019-A,2019-12-31,45724,45241,418,65,1236485150.8499973,991591075.9200053,834000987.58,1862364386.3000207,44155,0,1569,11
Ford Credit Auto Lease Trust 2019-A,2020-12-31,26358,26059,259,40,639714755.2200018,529065730.88000053,489862265.2599995,1100475715.1100056,25693,0,665,23
Ford Credit Auto Lease Trust 2019-B,2020-01-31,46684,46309,317,58,1367256847.49,1096605020.59,883297077.5900004,1947933214.8500085,43380,0,3304,7
Ford Credit Auto Lease Trust 2019-B,2021-01-31,31629,31394,185,50,826431863.4799947,680662406.9900041,602580149.0200006,1337130789.0900114,29265,0,2364,19
Ford Credit Auto Lease Trust 2019-B,2022-01-31,9586,9434,112,40,219300623.22000057,189465695.22000042,185493809.25000015,411290724.8099997,8490,0,1096,31
Ford Credit Auto Lease Trust 2019-B,2021-02-28,30207,29986,189,32,781456367.260001,644548541.1700017,575201013.0100001,1278120009.3400106,27919,0,2288,20
Ford Credit Auto Lease Trust 2019-B,2022-02-28,7731,7591,112,28,175875892.29000008,152672654.19999996,150516432.54,333500796.6599998,6830,0,901,32
Ford Credit Auto Lease Trust 2019-B,2020-02-29,45572,45259,255,58,1324373589.510014,1063919425.7899957,863298727.9899988,1904609486.3900194,42372,0,3200,8
