series,reporting_period_end_date,lease_count_current,lease_count_30_59,lease_count_60_plus,balance
Ford Credit Auto Lease Trust 2022-A,03-31-2024,22468,206,49,692767875.9399976
Ford Credit Auto Lease Trust 2022-A,04-30-2022,53006,150,2,2032261868.199993
Ford Credit Auto Lease Trust 2022-A,04-30-2023,45410,269,57,1479332929.1500058
Ford Credit Auto Lease Trust 2022-A,04-30-2024,20256,172,56,622911729.9999982
Ford Credit Auto Lease Trust 2022-A,05-31-2022,52585,221,15,1989523251.9800184
Ford Credit Auto Lease Trust 2022-A,05-31-2023,44043,343,47,1418355674.7900043
Ford Credit Auto Lease Trust 2022-A,05-31-2024,18103,179,41,555707696.0199982
Ford Credit Auto Lease Trust 2022-A,06-30-2022,52150,213,29,1944846461.0600104
Ford Credit Auto Lease Trust 2022-A,06-30-2023,42218,309,59,1347365519.039998
Ford Credit Auto Lease Trust 2022-A,06-30-2024,15869,138,57,487615886.79000026
Ford Credit Auto Lease Trust 2022-A,07-31-2022,51595,260,22,1899520696.7799878
Ford Credit Auto Lease Trust 2022-A,07-31-2023,40180,336,73,1275893805.7400045
Ford Credit Auto Lease Trust 2022-A,07-31-2024,14238,184,45,434360499.87000126
Ford Credit Auto Lease Trust 2022-A,08-31-2022,51096,276,38,1852968951.9699972
Ford Credit Auto Lease Trust 2022-A,08-31-2023,38364,311,70,1207673833.5300019
Ford Credit Auto Lease Trust 2022-A,08-31-2024,12577,145,39,379671456.06999975
Ford Credit Auto Lease Trust 2022-A,09-30-2022,50571,254,29,1806747930.9500086
Ford Credit Auto Lease Trust 2022-A,09-30-2023,36066,284,67,1130153713.3899984
Ford Credit Auto Lease Trust 2022-A,09-30-2024,10778,132,43,323420220.65000033
Ford Credit Auto Lease Trust 2022-A,10-31-2022,50044,282,29,1763349643.9699893
Ford Credit Auto Lease Trust 2022-A,10-31-2023,33880,307,70,1056057965.4599992
Ford Credit Auto Lease Trust 2022-A,10-31-2024,8907,127,38,265722333.07000035
Ford Credit Auto Lease Trust 2022-A,11-30-2022,49456,314,51,1720587247.4500005
Ford Credit Auto Lease Trust 2022-A,11-30-2023,31537,279,73,979508458.5400014
Ford Credit Auto Lease Trust 2022-A,11-30-2024,6578,99,45,196999843.2200004
Ford Credit Auto Lease Trust 2022-A,12-31-2022,48848,356,54,1677541419.5600183
Ford Credit Auto Lease Trust 2022-A,12-31-2023,29152,267,74,904141760.5899942
Ford Credit Auto Lease Trust 2023-A,01-31-2023,54050,182,5,2087386239.469998
Ford Credit Auto Lease Trust 2023-A,01-31-2024,43120,298,69,1458349163.0000048
Ford Credit Auto Lease Trust 2023-A,01-31-2025,21393,196,59,646320002.9800013
Ford Credit Auto Lease Trust 2023-A,02-28-2023,53744,216,16,2049254910.8999977
Ford Credit Auto Lease Trust 2023-A,02-28-2025,19621,165,53,585638043.8699983
Ford Credit Auto Lease Trust 2023-A,02-29-2024,41356,273,55,1388786999.3499942
Ford Credit Auto Lease Trust 2023-A,03-31-2023,53374,222,22,2005804039.3900015
Ford Credit Auto Lease Trust 2023-A,03-31-2024,39389,255,49,1315352816.020002
Ford Credit Auto Lease Trust 2023-A,03-31-2025,17911,183,41,529076863.12000257
Ford Credit Auto Lease Trust 2023-A,04-30-2023,52894,190,28,1962673034.9500155
Ford Credit Auto Lease Trust 2023-A,04-30-2024,37426,245,51,1240217788.069995
Ford Credit Auto Lease Trust 2023-A,04-30-2025,15819,139,48,462865846.11000144
Ford Credit Auto Lease Trust 2023-A,05-31-2023,52287,270,28,1914807359.1599917
Ford Credit Auto Lease Trust 2023-A,05-31-2024,35504,266,50,1167934902.089994
Ford Credit Auto Lease Trust 2023-A,05-31-2025,13386,126,43,389627578.0200011
Ford Credit Auto Lease Trust 2023-A,06-30-2023,51595,260,38,1865090215.2799966
Ford Credit Auto Lease Trust 2023-A,06-30-2024,33476,243,46,1094583766.4600017
Ford Credit Auto Lease Trust 2023-A,06-30-2025,11182,138,35,324230022.9099999
Ford Credit Auto Lease Trust 2023-A,07-31-2023,50789,313,47,1815415654.1800213
Ford Credit Auto Lease Trust 2023-A,07-31-2024,31860,281,41,1030972528.8199997
Ford Credit Auto Lease Trust 2023-A,07-31-2025,9185,123,42,265038972.88999987
Ford Credit Auto Lease Trust 2023-A,08-31-2023,49931,299,61,1762641912.9199953
Ford Credit Auto Lease Trust 2023-A,08-31-2024,30151,236,46,965043797.6199939
Ford Credit Auto Lease Trust 2023-A,08-31-2025,7131,82,26,205365242.28999996
Ford Credit Auto Lease Trust 2023-A,09-30-2023,48693,285,52,1703895446.670002
Ford Credit Auto Lease Trust 2023-A,09-30-2024,28335,225,57,898347541.9500017
Ford Credit Auto Lease Trust 2023-A,10-31-2023,47353,364,63,1644032322.7100034
Ford Credit Auto Lease Trust 2023-A,10-31-2024,26645,242,51,835689958.9700007
Ford Credit Auto Lease Trust 2023-A,11-30-2023,45876,340,72,1580157948.559989
Ford Credit Auto Lease Trust 2023-A,11-30-2024,24533,211,55,761271426.380003
Ford Credit Auto Lease Trust 2023-A,12-31-2022,43428,0,0,1696115782.5899942
Ford Credit Auto Lease Trust 2023-A,12-31-2023,44380,355,65,1518167294.6500003
Ford Credit Auto Lease Trust 2023-A,12-31-2024,22822,260,59,700332953.6099983
Ford Credit Auto Lease Trust 2023-B,01-31-2024,38647,209,42,1558752161.260016
Ford Credit Auto Lease Trust 2023-B,01-31-2025,26836,212,68,952205180.2199968
Ford Credit Auto Lease Trust 2023-B,01-31-2026,10202,129,31,325579496.3799981
Ford Credit Auto Lease Trust 2023-B,02-28-2025,25400,179,54,893122971.5799965
Ford Credit Auto Lease Trust 2023-B,02-28-2026,8925,96,35,282055567.90999997
Ford Credit Auto Lease Trust 2023-B,02-29-2024,38362,199,35,1525030864.1799994
Ford Credit Auto Lease Trust 2023-B,03-31-2024,37987,215,34,1490304524.460008
Ford Credit Auto Lease Trust 2023-B,03-31-2025,24021,216,52,838502918.74
Ford Credit Auto Lease Trust 2023-B,03-31-2026,7680,110,28,240422038.42000076
Ford Credit Auto Lease Trust 2023-B,04-30-2024,37493,223,46,1451187631.7700033
Ford Credit Auto Lease Trust 2023-B,04-30-2025,22523,178,50,779002377.8099952
Ford Credit Auto Lease Trust 2023-B,05-31-2024,36855,222,48,1408975390.850003
Ford Credit Auto Lease Trust 2023-B,05-31-2025,20771,177,45,714342440.759998
Ford Credit Auto Lease Trust 2023-B,06-30-2024,36024,238,43,1363665579.4300098
Ford Credit Auto Lease Trust 2023-B,06-30-2025,19184,183,45,655847025.1599984
Ford Credit Auto Lease Trust 2023-B,07-31-2024,35219,280,45,1317342124.5200098
Ford Credit Auto Lease Trust 2023-B,07-31-2025,17877,165,54,604392784.4399991
Ford Credit Auto Lease Trust 2023-B,08-31-2023,49681,26,0,2138454346.420012
Ford Credit Auto Lease Trust 2023-B,08-31-2024,34130,249,57,1263068556.310011
Ford Credit Auto Lease Trust 2023-B,08-31-2025,16468,139,44,551849442.9000007
Ford Credit Auto Lease Trust 2023-B,09-30-2023,39589,184,0,1685994325.8800044
Ford Credit Auto Lease Trust 2023-B,09-30-2024,32874,243,56,1205664542.5999937
Ford Credit Auto Lease Trust 2023-B,09-30-2025,15220,135,37,504225109.8299964
Ford Credit Auto Lease Trust 2023-B,10-31-2023,39405,178,12,1654155078.870007
Ford Credit Auto Lease Trust 2023-B,10-31-2024,31506,245,51,1145306586.8499923
Ford Credit Auto Lease Trust 2023-B,10-31-2025,13991,132,36,459245494.4299997
Ford Credit Auto Lease Trust 2023-B,11-30-2023,39131,191,25,1621773332.9100165
Ford Credit Auto Lease Trust 2023-B,11-30-2024,29785,216,59,1076231320.04
Ford Credit Auto Lease Trust 2023-B,11-30-2025,12544,119,44,409551690.1700015
Ford Credit Auto Lease Trust 2023-B,12-31-2023,38880,209,36,1591112024.2200043
Ford Credit Auto Lease Trust 2023-B,12-31-2024,28127,261,55,1008812417.620002
Ford Credit Auto Lease Trust 2023-B,12-31-2025,11370,140,29,366342172.0800005
Ford Credit Auto Lease Trust 2024-A,01-31-2024,53158,187,7,2267793326.4600086
Ford Credit Auto Lease Trust 2024-A,01-31-2025,40112,254,68,1520071078.929997
Ford Credit Auto Lease Trust 2024-A,01-31-2026,21417,186,51,719893990.5400009
Ford Credit Auto Lease Trust 2024-A,02-28-2025,38757,228,59,1455276772.280005
Ford Credit Auto Lease Trust 2024-A,02-28-2026,19976,148,42,662924614.8499982
Ford Credit Auto Lease Trust 2024-A,02-29-2024,52814,222,22,2225664200.960013
Ford Credit Auto Lease Trust 2024-A,03-31-2024,52428,201,31,2181414963.2900023
Ford Credit Auto Lease Trust 2024-A,03-31-2025,37545,262,45,1396264518.5500007
Ford Credit Auto Lease Trust 2024-A,03-31-2026,18464,162,35,604728024.2699987
Ford Credit Auto Lease Trust 2024-A,04-30-2024,51892,242,36,2132173979.5400143
Ford Credit Auto Lease Trust 2024-A,04-30-2025,36104,232,51,1330732937.9599998
Ford Credit Auto Lease Trust 2024-A,05-31-2024,51247,230,41,2079721265.9200058
Ford Credit Auto Lease Trust 2024-A,05-31-2025,34390,244,55,1258120139.8400013
Ford Credit Auto Lease Trust 2024-A,06-30-2024,50192,280,46,2021582717.4799948
Ford Credit Auto Lease Trust 2024-A,06-30-2025,32817,231,61,1190210981.9100041
Ford Credit Auto Lease Trust 2024-A,07-31-2024,49059,314,62,1956446708.7000005
Ford Credit Auto Lease Trust 2024-A,07-31-2025,31352,244,44,1124724417.0899963
Ford Credit Auto Lease Trust 2024-A,08-31-2024,47669,269,53,1883831551.1200004
Ford Credit Auto Lease Trust 2024-A,08-31-2025,29753,189,57,1056023411.4300008
Ford Credit Auto Lease Trust 2024-A,09-30-2024,46164,291,48,1810514783.9999952
Ford Credit Auto Lease Trust 2024-A,09-30-2025,28117,200,52,986673765.4400034
Ford Credit Auto Lease Trust 2024-A,10-31-2024,44638,293,56,1736737383.8000014
Ford Credit Auto Lease Trust 2024-A,10-31-2025,26384,184,49,916216380.4899998
Ford Credit Auto Lease Trust 2024-A,11-30-2024,42878,275,52,1658115322.1499996
Ford Credit Auto Lease Trust 2024-A,11-30-2025,24413,225,48,843114527.479999
Ford Credit Auto Lease Trust 2024-A,12-31-2023,53352,0,0,2303100661.9900064
Ford Credit Auto Lease Trust 2024-A,12-31-2024,41327,313,63,1584201782.4599907
Ford Credit Auto Lease Trust 2024-A,12-31-2025,22860,211,71,779171660.979998
Ford Credit Auto Lease Trust 2024-B,01-31-2025,43962,232,41,1808979026.8199975
Ford Credit Auto Lease Trust 2024-B,01-31-2026,32355,258,63,1164350738.6699905
Ford Credit Auto Lease Trust 2024-B,02-28-2025,43245,244,43,1761979659.4500015
Ford Credit Auto Lease Trust 2024-B,02-28-2026,30986,232,60,1101661067.6999965
Ford Credit Auto Lease Trust 2024-B,03-31-2025,42615,229,41,1715661626.980011
Ford Credit Auto Lease Trust 2024-B,03-31-2026,29579,226,44,1035809820.7499957
Ford Credit Auto Lease Trust 2024-B,04-30-2025,41847,216,49,1667196333.0599933
Ford Credit Auto Lease Trust 2024-B,05-31-2025,40952,238,43,1615535005.380001
Ford Credit Auto Lease Trust 2024-B,06-30-2024,46096,0,0,2065372228.4499965
Ford Credit Auto Lease Trust 2024-B,06-30-2025,40042,260,64,1564284731.4100044
Ford Credit Auto Lease Trust 2024-B,07-31-2024,45904,188,4,2034529168.0800066
Ford Credit Auto Lease Trust 2024-B,07-31-2025,39229,262,55,1513955595.9300156
Ford Credit Auto Lease Trust 2024-B,08-31-2024,45674,216,25,2000077295.489994
Ford Credit Auto Lease Trust 2024-B,08-31-2025,38336,230,51,1461773708.7099981
Ford Credit Auto Lease Trust 2024-B,09-30-2024,45373,253,38,1964238283.0400066
Ford Credit Auto Lease Trust 2024-B,09-30-2025,37306,253,53,1406887456.1000032
Ford Credit Auto Lease Trust 2024-B,10-31-2024,45139,249,46,1928168014.9900155
Ford Credit Auto Lease Trust 2024-B,10-31-2025,36271,261,45,1350999566.1200023
Ford Credit Auto Lease Trust 2024-B,11-30-2024,44816,247,48,1891905177.4299996
Ford Credit Auto Lease Trust 2024-B,11-30-2025,34916,272,59,1289070065.3700016
Ford Credit Auto Lease Trust 2024-B,12-31-2024,44395,266,58,1851454042.9400208
Ford Credit Auto Lease Trust 2024-B,12-31-2025,33650,294,72,1227597074.4599934
Ford Credit Auto Lease Trust 2025-A,01-31-2025,45095,133,7,1999110605.3600025
Ford Credit Auto Lease Trust 2025-A,01-31-2026,38999,270,69,1502967771.0200045
Ford Credit Auto Lease Trust 2025-A,02-28-2025,44922,176,15,1968471365.669999
Ford Credit Auto Lease Trust 2025-A,02-28-2026,38223,230,65,1455623519.9500027
Ford Credit Auto Lease Trust 2025-A,03-31-2025,44747,206,26,1936440580.059997
Ford Credit Auto Lease Trust 2025-A,03-31-2026,37252,250,55,1399832084.9899979
Ford Credit Auto Lease Trust 2025-A,04-30-2025,44541,197,29,1902235027.4200091
Ford Credit Auto Lease Trust 2025-A,05-31-2025,44235,191,39,1866275426.139992
Ford Credit Auto Lease Trust 2025-A,06-30-2025,43866,222,42,1829323366.920001
Ford Credit Auto Lease Trust 2025-A,07-31-2025,43462,215,47,1789409086.0799909
Ford Credit Auto Lease Trust 2025-A,08-31-2025,42859,216,39,1745559151.2299862
Ford Credit Auto Lease Trust 2025-A,09-30-2025,42192,267,52,1699860748.0999987
Ford Credit Auto Lease Trust 2025-A,10-31-2025,41567,240,43,1653164964.8400068
Ford Credit Auto Lease Trust 2025-A,11-30-2025,40650,247,64,1603699704.049999
Ford Credit Auto Lease Trust 2025-A,12-31-2024,36158,8,0,1622122481.2700055
Ford Credit Auto Lease Trust 2025-A,12-31-2025,39822,305,61,1553273178.4800081
Ford Credit Auto Lease Trust 2025-B,01-31-2026,42695,226,70,1797709573.069991
Ford Credit Auto Lease Trust 2025-B,02-28-2026,42286,189,58,1758796954.4399967
Ford Credit Auto Lease Trust 2025-B,03-31-2026,41704,231,44,1712287449.3599803
Ford Credit Auto Lease Trust 2025-B,06-30-2025,44656,11,0,2042439960.289996
Ford Credit Auto Lease Trust 2025-B,07-31-2025,44504,159,4,2014371044.7099879
Ford Credit Auto Lease Trust 2025-B,08-31-2025,44317,174,24,1982810341.279992
Ford Credit Auto Lease Trust 2025-B,09-30-2025,44108,184,26,1947607914.3699942
Ford Credit Auto Lease Trust 2025-B,10-31-2025,43831,193,40,1911443529.5399911
Ford Credit Auto Lease Trust 2025-B,11-30-2025,43485,214,44,1877028154.1800065
Ford Credit Auto Lease Trust 2025-B,12-31-2025,43127,255,58,1837996089.320001
Ford Credit Auto Lease Trust 2026-A,01-31-2026,43869,165,3,2006034268.9000053
Ford Credit Auto Lease Trust 2026-A,02-28-2026,43723,143,24,1976149847.9199908
Ford Credit Auto Lease Trust 2026-A,03-31-2026,43488,163,28,1938535631.7199872
Ford Credit Auto Lease Trust 2026-A,12-31-2025,44019,18,0,2033316888.9299972
Ford Credit Auto Lease Two LLC,01-31-2019,52573,28,0,1617908228.8700047
Ford Credit Auto Lease Two LLC,02-28-2017,47827,43,0,1415189850.8000057
Ford Credit Auto Lease Two LLC,03-31-2018,54756,0,0,1595625161.4499972
Ford Credit Auto Lease Two LLC,03-31-2022,53139,19,0,2063919188.299999
Ford Credit Auto Lease Two LLC,06-30-2019,49787,0,0,1592165693.5900106
Ford Credit Auto Lease Two LLC,06-30-2020,60140,18,0,2005473454.280016
Ford Credit Auto Lease Two LLC,06-30-2024,46096,0,0,2065372228.449992
Ford Credit Auto Lease Two LLC,06-30-2025,44656,11,0,2042439960.2899952
Ford Credit Auto Lease Two LLC,08-31-2018,52084,31,0,1615673320.7300065
Ford Credit Auto Lease Two LLC,08-31-2021,53175,16,0,1965181243.479994
Ford Credit Auto Lease Two LLC,08-31-2023,49681,26,0,2138454346.4200118
Ford Credit Auto Lease Two LLC,09-30-2017,52766,0,0,1560737875.0000024
Ford Credit Auto Lease Two LLC,12-31-2019,50408,28,0,1578673217.1800005
Ford Credit Auto Lease Two LLC,12-31-2020,57118,25,0,1989512867.2700014
Ford Credit Auto Lease Two LLC,12-31-2022,43428,0,0,1696115782.5899942
Ford Credit Auto Lease Two LLC,12-31-2023,53352,0,0,2303100661.989989
Ford Credit Auto Lease Two LLC,12-31-2024,36158,8,0,1622122481.2700055
Ford Credit Auto Lease Two LLC,12-31-2025,44019,18,0,2033316888.9299934
